NUM_POSTE;NOM_USUEL;LAT;LON;ALTI;AAAAMM;RR;QRR;NBRR;RR_ME;RRAB;QRRAB;RRABDAT;NBJRR1;NBJRR5;NBJRR10;NBJRR30;NBJRR50;NBJRR100;PMERM;QPMERM;NBPMERM;PMERMINAB;QPMERMINAB;PMERMINABDAT;TX;QTX;NBTX;TX_ME;TXAB;QTXAB;TXDAT;TXMIN;QTXMIN;TXMINDAT;NBJTX0;NBJTX25;NBJTX30;NBJTX35;NBJTXI20;NBJTXI27;NBJTXS32;TN;QTN;NBTN;TN_ME;TNAB;QTNAB;TNDAT;TNMAX;QTNMAX;TNMAXDAT;NBJTN5;NBJTN10;NBJTNI10;NBJTNI15;NBJTNI20;NBJTNS20;NBJTNS25;NBJGELEE;TAMPLIM;QTAMPLIM;TAMPLIAB;QTAMPLIAB;TAMPLIABDAT;NBTAMPLI;TM;QTM;NBTM;TMM;QTMM;NBTMM;NBJTMS24;TMMIN;QTMMIN;TMMINDAT;TMMAX;QTMMAX;TMMAXDAT;UNAB;QUNAB;UNABDAT;NBUN;UXAB;QUXAB;UXABDAT;NBUX;UMM;QUMM;NBUM;TSVM;QTSVM;NBTSVM;ETP;QETP;FXIAB;QFXIAB;DXIAB;QDXIAB;FXIDAT;NBJFF10;NBJFF16;NBJFF28;NBFXI;FXI3SAB;QFXI3SAB;DXI3SAB;QDXI3SAB;FXI3SDAT;NBJFXI3S10;NBJFXI3S16;NBJFXI3S28;NBFXI3S;FXYAB;QFXYAB;DXYAB;QDXYAB;FXYABDAT;NBJFXY8;NBJFXY10;NBJFXY15;NBFXY;FFM;QFFM;NBFFM;INST;QINST;NBINST;NBSIGMA0;NBSIGMA20;NBSIGMA80;GLOT;QGLOT;NBGLOT;DIFT;QDIFT;NBDIFT;DIRT;QDIRT;NBDIRT;HNEIGEFTOT;QHNEIGEFTOT;HNEIGEFAB;QHNEIGEFAB;HNEIGEFDAT;NBHNEIGEF;NBJNEIG;NBJHNEIGEF1;NBJHNEIGEF5;NBJHNEIGEF10;NBJSOLNG;NEIGETOTM;QNEIGETOTM;NEIGETOTAB;QNEIGETOTAB;NEIGETOTABDAT;NBJNEIGETOT1;NBJNEIGETOT10;NBJNEIGETOT30;NBJGREL;NBJORAG;NBJBROU
88033002;BAN-DE-SAPT;48.345833;6.991833;590;202401;80.2;1;31;;11.8;1;3;13;7;4;0;0;0;;;0;;;;5.6;1;31;;17.9;1;28;-5.0;1;13;6;0;0;0;31;31;0;-0.3;1;31;;-9.2;1;14;8.4;1;29;9;0;31;31;31;0;0;16;5.9;1;16.2;1;17;31;2.6;1;31;2.5;1;31;0;-6.3;1;9;11.5;1;29;19;1;28;31;100;1;26;31;82;1;31;6.3;9;31;;;32.4;1;230;1;2;20;9;1;31;28.4;1;;0;2;16;6;1;30;12.7;1;220;1;2;6;3;0;31;3.3;1;31;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
88033002;BAN-DE-SAPT;48.345833;6.991833;590;202402;75.6;1;29;;14.0;1;18;14;6;2;0;0;0;;;0;;;;8.6;1;29;;16.5;1;15;4.1;1;28;0;0;0;0;29;29;0;4.2;1;29;;-0.5;1;29;9.1;1;16;0;0;29;29;29;0;0;2;4.5;1;12.6;1;29;29;6.4;1;29;6.2;1;29;0;1.9;1;28;12.0;1;15;37;1;21;29;100;1;28;29;86;1;29;8.2;9;29;;;29.8;1;280;1;22;20;5;1;29;25.8;1;;0;22;15;3;0;29;13.1;1;240;1;22;3;1;0;29;3.2;1;29;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
88033002;BAN-DE-SAPT;48.345833;6.991833;590;202403;113.6;1;31;;22.0;1;12;18;7;3;0;0;0;;;0;;;;11.6;1;31;;19.3;1;20;4.9;1;4;0;0;0;0;31;31;0;4.8;1;31;;0.2;1;24;9.2;1;21;0;0;31;31;31;0;0;0;6.8;1;11.8;1;20;31;8.2;1;31;7.9;1;31;0;3.2;1;24;13.4;1;20;36;1;30;31;100;1;13;31;79;1;31;8.3;9;31;;;19.0;1;300;1;24;17;5;0;31;17.6;1;;0;24;13;3;0;31;8.8;1;110;1;9;7;0;0;31;2.9;1;31;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
88033002;BAN-DE-SAPT;48.345833;6.991833;590;202404;92.6;1;30;;10.8;1;19;15;10;1;0;0;0;;;0;;;;13.7;1;30;;26.1;1;6;4.7;1;19;0;1;0;0;24;30;0;5.7;1;30;;-1.7;1;23;14.9;1;8;0;0;24;30;30;0;0;3;8.0;1;15.7;1;30;30;9.7;1;30;9.4;1;30;0;2.7;1;24;20.3;1;6;19;1;6;30;99;1;21;30;73;1;30;8.3;9;30;;;20.1;1;220;1;7;20;7;0;30;18.2;1;;0;7;18;6;0;30;11.3;1;280;1;15;5;1;0;30;3.0;1;30;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
88033002;BAN-DE-SAPT;48.345833;6.991833;590;202405;208.3;1;31;;48.0;1;16;18;13;11;1;0;0;;;0;;;;17.7;1;31;;24.8;1;1;11.5;1;2;0;0;0;0;23;31;0;9.7;1;31;;5.3;1;4;13.5;1;14;0;0;18;31;31;0;0;0;8.1;1;14.7;1;1;31;13.7;1;31;13.1;1;31;0;9.9;1;3;19.0;1;12;32;1;1;31;100;1;3;31;79;1;31;11.7;9;31;;;16.1;1;140;9;1;14;1;0;31;14.3;1;;0;1;7;0;0;31;9.8;1;130;9;1;2;0;0;31;2.3;1;31;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
88033002;BAN-DE-SAPT;48.345833;6.991833;590;202406;104.6;1;30;;16.6;1;30;14;8;5;0;0;0;;;0;;;;21.3;1;30;;30.9;1;29;15.4;1;3;0;7;1;0;12;28;0;12.2;1;30;;4.9;1;12;18.1;1;27;0;0;6;24;30;0;0;0;9.1;1;13.5;1;13;30;16.7;1;30;16.4;1;30;0;10.7;1;12;24.3;1;29;36;1;13;30;99;1;30;30;76;1;30;14.2;9;30;;;19.8;1;170;1;29;17;2;0;30;19.0;1;;0;29;12;1;0;30;9.0;1;310;1;10;2;0;0;30;2.2;1;30;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
88033002;BAN-DE-SAPT;48.345833;6.991833;590;202407;120.5;1;31;;22.8;1;27;14;7;4;0;0;0;;;0;;;;23.7;1;31;;31.8;1;30;13.9;1;3;0;11;3;0;5;24;0;14.5;1;31;;9.9;1;8;20.3;1;31;0;0;2;17;30;1;0;0;9.2;1;15.9;1;8;31;19.1;1;31;18.8;1;31;4;12.7;1;3;25.5;1;31;31;1;9;31;99;1;28;31;74;1;31;15.8;9;31;;;17.3;1;260;1;15;9;2;0;31;14.5;1;;0;15;8;0;0;31;7.5;1;270;1;16;0;0;0;31;2.1;1;31;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
88033002;BAN-DE-SAPT;48.345833;6.991833;590;202408;75.2;1;31;;26.4;1;1;7;5;3;0;0;0;;;0;;;;25.6;1;31;;32.9;1;13;18.2;1;18;0;17;4;0;3;22;1;15.7;1;31;;9.5;1;26;21.5;1;12;0;0;1;11;28;3;0;0;10.0;1;15.0;1;24;31;20.7;1;31;20.3;1;31;4;15.3;1;21;27.2;1;13;34;1;13;31;99;1;25;31;71;1;31;16.8;9;31;;;20.7;1;270;1;24;10;2;0;31;17.9;1;;0;24;7;2;0;31;10.5;1;250;1;24;2;1;0;31;1.9;1;31;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
88033002;BAN-DE-SAPT;48.345833;6.991833;590;202409;124.2;1;30;;20.2;1;26;17;10;4;0;0;0;;;0;;;;18.1;1;30;;29.6;1;1;11.5;1;11;0;4;0;0;20;29;0;11.3;1;30;;3.7;1;29;20.7;1;1;0;0;10;25;29;1;0;0;6.9;1;12.7;1;20;30;14.7;1;30;14.1;1;30;1;8.1;1;29;25.2;1;1;43;1;7;30;100;1;28;30;82;1;30;13.4;9;30;;;27.4;1;190;1;26;18;4;0;30;21.8;1;;0;26;13;2;0;28;11.1;1;210;1;26;3;1;0;30;2.7;1;30;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
88033002;BAN-DE-SAPT;48.345833;6.991833;590;202410;98.0;1;31;;43.1;1;7;11;5;1;1;0;0;;;0;;;;16.2;1;31;;22.1;1;21;10.2;1;2;0;0;0;0;26;31;0;9.5;1;31;;5.4;1;31;15.4;1;17;0;0;18;30;31;0;0;0;6.7;1;10.8;1;27;31;12.8;1;31;12.6;1;31;0;8.4;1;3;18.0;1;17;46;1;25;31;100;1;31;31;84;1;31;12.2;9;31;;;33.8;1;250;1;10;16;4;1;31;22.9;1;;0;9;11;2;0;31;11.8;1;260;1;10;6;2;0;31;2.5;1;31;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
88033002;BAN-DE-SAPT;48.345833;6.991833;590;202411;75.6;1;30;;27.6;1;19;8;5;3;0;0;0;;;0;;;;9.3;1;30;;18.9;1;25;0.0;1;22;1;0;0;0;30;30;0;2.8;1;30;;-5.1;1;22;11.4;1;25;1;0;29;30;30;0;0;5;6.6;1;13.1;1;23;30;6.1;1;30;5.7;1;30;0;-2.6;1;22;15.2;1;25;41;1;25;30;100;1;28;30;88;1;30;8.2;9;30;;;26.6;1;240;1;19;15;7;0;30;24.0;1;;0;19;12;5;0;30;11.2;1;200;1;25;6;2;0;30;2.6;1;30;;;0;;;;;;0;;;0;;;0;;;;;;0;1;;;;;;;;;;;;;;;
88033002;BAN-DE-SAPT;48.345833;6.991833;590;202412;76.4;1;31;;16.0;1;22;11;6;3;0;0;0;;;0;;;;5.4;1;31;;13.3;1;18;-2.4;1;29;2;0;0;0;31;31;0;0.2;1;31;;-4.8;1;31;7.2;1;2;0;0;31;31;31;0;0;15;5.3;1;13.1;1;1;31;2.8;1;31;2.5;1;31;0;-3.2;1;29;8.6;1;18;25;1;26;31;100;1;30;31;88;1;31;6.4;9;31;;;26.2;1;240;1;19;14;6;0;31;20.4;1;;0;19;11;3;0;31;11.0;1;280;1;19;6;2;0;31;2.5;1;31;;;0;;;;;;0;;;0;;;0;;;;;;0;1;;;;;;;;;;;;;;;
88033002;BAN-DE-SAPT;48.345833;6.991833;590;202501;43.0;1;4;;25.4;1;4;2;2;2;0;0;0;;;0;;;;6.2;1;4;;9.2;1;1;0.0;1;3;1;0;0;0;4;4;0;-4.1;1;4;;-7.0;1;4;-1.0;1;2;1;0;4;4;4;0;0;4;10.3;1;15.1;1;4;4;1.0;1;4;1.2;1;4;0;-2.1;1;3;3.2;1;2;35;1;1;4;100;1;3;4;80;1;4;5.2;9;4;;;25.7;1;230;1;2;2;2;0;4;22.3;1;;0;2;2;2;0;4;10.8;1;240;1;2;2;1;0;4;3.7;1;4;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
88075005;LA_BRESSE_SAPC;48.007667;6.941500;772;202401;271.4;1;31;;50.4;1;3;14;11;10;4;1;0;;;0;;;;5.4;1;31;;17.2;1;28;-5.1;1;8;4;0;0;0;31;31;0;-1.6;1;31;;-10.7;1;16;5.3;1;25;9;1;31;31;31;0;0;17;7.0;1;18.3;1;28;31;1.9;1;31;1.7;1;31;0;-5.4;1;9;8.1;1;28;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;1;9;4;9;16;9;0;0;;;
88075005;LA_BRESSE_SAPC;48.007667;6.941500;772;202402;235.4;1;29;;36.8;1;22;16;11;10;2;0;0;;;0;;;;7.6;1;29;;13.1;1;15;2.7;1;24;0;0;0;0;29;29;0;2.3;1;29;;-1.6;1;29;7.6;1;16;0;0;29;29;29;0;0;8;5.3;1;12.0;1;29;29;4.9;1;29;4.6;1;29;0;1.1;1;6;8.9;1;16;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;1;9;6;9;25;4;0;0;;;
88075005;LA_BRESSE_SAPC;48.007667;6.941500;772;202403;169.2;1;31;;21.2;1;15;20;13;6;0;0;0;;;0;;;;10.7;1;31;;18.7;1;20;4.3;1;24;0;0;0;0;31;31;0;2.3;1;31;;-2.0;1;8;6.2;1;21;0;0;31;31;31;0;0;5;8.4;1;16.1;1;20;31;6.5;1;31;6.2;1;31;0;2.2;1;24;11.2;1;22;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;0;9;2;9;24;2;0;0;;;
88075005;LA_BRESSE_SAPC;48.007667;6.941500;772;202404;187.8;1;30;;28.4;1;19;17;12;7;0;0;0;;;0;;;;12.5;1;30;;25.5;1;6;3.6;1;21;0;1;0;0;23;30;0;3.2;1;30;;-2.8;1;23;10.5;1;7;0;0;29;30;30;0;0;8;9.3;1;18.5;1;13;30;7.8;1;30;7.4;1;30;0;1.1;1;24;16.5;1;6;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;1;9;7;9;22;5;0;0;;;
88075005;LA_BRESSE_SAPC;48.007667;6.941500;772;202405;226.0;1;31;;39.2;1;16;19;15;8;1;0;0;;;0;;;;16.5;1;31;;24.0;1;12;10.1;1;6;0;0;0;0;24;31;0;7.4;1;31;;2.5;1;4;11.1;1;13;0;0;29;31;31;0;0;0;9.0;1;15.2;1;12;31;12.0;1;31;11.3;1;31;0;8.0;1;4;16.4;1;12;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;0;9;0;9;;0;0;0;;;
88075005;LA_BRESSE_SAPC;48.007667;6.941500;772;202406;167.0;1;30;;37.2;1;14;15;9;6;2;0;0;;;0;;;;19.9;1;30;;29.3;1;29;14.0;1;15;0;6;0;0;17;29;0;10.3;1;30;;3.0;1;12;16.4;1;29;0;0;12;28;30;0;0;0;9.6;1;14.4;1;18;30;15.1;1;30;14.8;1;30;0;9.1;1;12;22.9;1;29;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;0;9;0;9;;0;0;0;;;
88075005;LA_BRESSE_SAPC;48.007667;6.941500;772;202407;156.6;1;31;;43.0;1;6;12;9;5;1;0;0;;;0;;;;23.1;1;31;;32.6;1;30;13.2;1;3;0;9;1;0;7;24;1;12.1;1;31;;7.4;1;8;17.8;1;31;0;0;6;25;31;0;0;0;11.0;1;18.4;1;30;31;17.6;1;31;17.0;1;31;0;11.2;1;2;23.6;1;31;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
88075005;LA_BRESSE_SAPC;48.007667;6.941500;772;202408;81.8;1;31;;33.4;1;24;9;3;2;1;0;0;;;0;;;;25.2;1;31;;31.2;1;12;17.3;1;18;0;18;3;0;3;22;0;13.0;1;31;;7.3;1;22;17.1;1;12;0;0;4;24;31;0;0;0;12.3;1;18.0;1;24;31;19.1;1;31;18.3;1;31;0;15.0;1;26;24.2;1;12;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
88075005;LA_BRESSE_SAPC;48.007667;6.941500;772;202409;315.1;1;30;;50.6;1;26;19;14;10;3;1;0;;;0;;;;16.9;1;30;;28.9;1;1;9.8;1;12;0;3;0;0;22;29;0;9.2;1;30;;1.7;1;15;16.1;1;1;0;0;15;27;30;0;0;0;7.6;1;14.2;1;7;30;13.0;1;30;12.4;1;30;0;6.5;1;29;22.5;1;1;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
88075005;LA_BRESSE_SAPC;48.007667;6.941500;772;202410;157.6;1;31;;43.0;1;7;16;9;6;1;0;0;;;0;;;;15.6;1;31;;21.3;1;16;9.4;1;2;0;0;0;0;27;31;0;7.8;1;31;;2.8;1;12;13.0;1;17;0;0;27;31;31;0;0;0;7.8;1;13.2;1;31;31;11.7;1;31;11.0;1;31;0;8.2;1;12;16.0;1;17;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;0;9;0;9;;0;0;0;;;
88075005;LA_BRESSE_SAPC;48.007667;6.941500;772;202411;156.6;1;30;;62.4;1;19;11;6;5;1;1;0;;;0;;;;9.8;1;30;;18.5;1;1;-1.1;1;22;2;0;0;0;30;30;0;1.5;1;30;;-6.4;1;22;6.9;1;6;1;0;30;30;30;0;0;11;8.4;1;14.9;1;4;30;5.6;1;30;4.9;1;30;0;-3.8;1;22;11.4;1;1;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;2;;;;;2;9;13;9;22;5;3;0;;;
88075005;LA_BRESSE_SAPC;48.007667;6.941500;772;202412;192.4;1;31;;41.0;1;21;14;8;7;1;0;0;;;0;;;;4.9;1;31;;10.5;1;18;0.5;1;20;0;0;0;0;31;31;0;-1.1;1;31;;-6.8;1;30;2.4;1;2;1;0;31;31;31;0;0;22;6.0;1;14.9;1;30;31;1.9;1;31;1.3;1;31;0;-0.4;1;23;5.6;1;18;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;1;;;;;7;9;31;9;24;14;9;1;;;
88075005;LA_BRESSE_SAPC;48.007667;6.941500;772;202501;91.4;1;4;;53.4;1;4;2;2;2;2;1;0;;;0;;;;3.9;1;4;;6.2;1;4;-0.9;1;3;1;0;0;0;4;4;0;-4.7;1;4;;-9.4;1;4;0.0;1;2;2;0;4;4;4;0;0;4;8.6;1;15.6;1;4;4;-0.4;1;4;-0.7;1;4;0;-3.3;1;3;2.1;1;2;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;21;9;22;9;3;4;4;0;;;
88081004;BUSSANG;47.892167;6.868000;615;202401;216.2;1;31;;48.0;1;2;13;9;8;4;0;0;;;0;;;;6.1;1;31;;13.9;1;28;-3.4;1;8;3;0;0;0;31;31;0;-1.9;1;31;;-11.9;1;16;7.0;1;25;11;3;31;31;31;0;0;18;7.9;1;18.4;1;17;31;2.1;1;31;1.7;1;31;0;-5.3;1;13;8.3;1;24;28;1;20;31;100;1;31;31;85;1;31;6.2;9;31;;;28.2;1;210;1;2;19;8;1;31;22.0;1;;0;3;15;5;0;30;12.4;1;220;1;3;6;3;0;31;2.7;1;31;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;1;9;4;9;16;10;0;0;;;
