NUM_POSTE;NOM_USUEL;LAT;LON;ALTI;AAAAMM;RR;QRR;NBRR;RR_ME;RRAB;QRRAB;RRABDAT;NBJRR1;NBJRR5;NBJRR10;NBJRR30;NBJRR50;NBJRR100;PMERM;QPMERM;NBPMERM;PMERMINAB;QPMERMINAB;PMERMINABDAT;TX;QTX;NBTX;TX_ME;TXAB;QTXAB;TXDAT;TXMIN;QTXMIN;TXMINDAT;NBJTX0;NBJTX25;NBJTX30;NBJTX35;NBJTXI20;NBJTXI27;NBJTXS32;TN;QTN;NBTN;TN_ME;TNAB;QTNAB;TNDAT;TNMAX;QTNMAX;TNMAXDAT;NBJTN5;NBJTN10;NBJTNI10;NBJTNI15;NBJTNI20;NBJTNS20;NBJTNS25;NBJGELEE;TAMPLIM;QTAMPLIM;TAMPLIAB;QTAMPLIAB;TAMPLIABDAT;NBTAMPLI;TM;QTM;NBTM;TMM;QTMM;NBTMM;NBJTMS24;TMMIN;QTMMIN;TMMINDAT;TMMAX;QTMMAX;TMMAXDAT;UNAB;QUNAB;UNABDAT;NBUN;UXAB;QUXAB;UXABDAT;NBUX;UMM;QUMM;NBUM;TSVM;QTSVM;NBTSVM;ETP;QETP;FXIAB;QFXIAB;DXIAB;QDXIAB;FXIDAT;NBJFF10;NBJFF16;NBJFF28;NBFXI;FXI3SAB;QFXI3SAB;DXI3SAB;QDXI3SAB;FXI3SDAT;NBJFXI3S10;NBJFXI3S16;NBJFXI3S28;NBFXI3S;FXYAB;QFXYAB;DXYAB;QDXYAB;FXYABDAT;NBJFXY8;NBJFXY10;NBJFXY15;NBFXY;FFM;QFFM;NBFFM;INST;QINST;NBINST;NBSIGMA0;NBSIGMA20;NBSIGMA80;GLOT;QGLOT;NBGLOT;DIFT;QDIFT;NBDIFT;DIRT;QDIRT;NBDIRT;HNEIGEFTOT;QHNEIGEFTOT;HNEIGEFAB;QHNEIGEFAB;HNEIGEFDAT;NBHNEIGEF;NBJNEIG;NBJHNEIGEF1;NBJHNEIGEF5;NBJHNEIGEF10;NBJSOLNG;NEIGETOTM;QNEIGETOTM;NEIGETOTAB;QNEIGETOTAB;NEIGETOTABDAT;NBJNEIGETOT1;NBJNEIGETOT10;NBJNEIGETOT30;NBJGREL;NBJORAG;NBJBROU
03036002;BOURBON_SAPC;46.580000;3.049500;270;202401;35.6;1;31;;6.6;1;3;11;2;0;0;0;0;;;0;;;;8.4;1;31;;17.5;1;29;-2.8;1;13;3;0;0;0;31;31;0;1.6;1;31;;-6.8;1;20;11.2;1;24;4;0;30;31;31;0;0;12;6.8;1;16.2;1;21;31;5.0;1;31;4.7;1;31;0;-4.8;1;13;13.2;1;24;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
03036002;BOURBON_SAPC;46.580000;3.049500;270;202402;36.3;1;29;;9.5;1;10;11;2;0;0;0;0;;;0;;;;11.4;1;29;;20.0;1;15;5.5;1;3;0;0;0;0;29;29;0;5.6;1;29;;-0.3;1;29;10.8;1;9;0;0;27;29;29;0;0;1;5.8;1;14.4;1;29;29;8.5;1;29;8.2;1;29;0;4.4;1;3;13.8;1;15;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
03036002;BOURBON_SAPC;46.580000;3.049500;270;202403;121.0;1;31;;21.0;1;29;15;7;5;0;0;0;;;0;;;;14.3;1;31;;22.2;1;22;6.7;1;3;0;0;0;0;27;31;0;5.6;1;31;;-1.9;1;7;11.9;1;18;0;0;27;31;31;0;0;2;8.7;1;17.2;1;14;31;10.0;1;31;9.6;1;31;0;4.6;1;3;16.0;1;21;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
03036002;BOURBON_SAPC;46.580000;3.049500;270;202404;35.0;1;30;;6.6;1;29;13;1;0;0;0;0;;;0;;;;16.6;1;30;;27.6;1;13;8.9;1;24;0;4;0;0;23;29;0;7.0;1;30;;0.2;1;22;14.7;1;6;0;0;23;30;30;0;0;0;9.6;1;20.4;1;13;30;11.8;1;30;11.4;1;30;0;5.0;1;22;20.6;1;6;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
03036002;BOURBON_SAPC;46.580000;3.049500;270;202405;124.2;1;31;;26.2;1;5;17;10;4;0;0;0;;;0;;;;18.8;1;31;;27.8;1;11;13.1;1;2;0;1;0;0;23;30;0;10.2;1;31;;5.8;1;3;15.6;1;12;0;0;14;30;31;0;0;0;8.6;1;17.1;1;11;31;14.5;1;31;14.1;1;31;0;10.3;1;2;19.4;1;13;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
03036002;BOURBON_SAPC;46.580000;3.049500;270;202406;91.6;1;30;;44.5;1;20;13;5;1;1;0;0;;;0;;;;22.9;1;30;;30.8;1;26;14.4;1;2;0;10;2;0;8;26;0;13.8;1;30;;7.3;1;4;20.0;1;28;0;0;3;19;30;1;0;0;9.1;1;16.2;1;4;30;18.3;1;30;18.0;1;30;2;13.0;1;12;24.9;1;27;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
03036002;BOURBON_SAPC;46.580000;3.049500;270;202407;64.8;1;31;;36.5;1;20;9;2;1;1;0;0;;;0;;;;26.6;1;31;;34.2;1;30;20.6;1;6;0;18;8;0;0;19;5;15.6;1;31;;9.8;1;14;22.4;1;31;0;0;2;13;29;2;0;0;11.0;1;18.5;1;8;31;21.1;1;31;20.9;1;31;5;16.2;1;7;28.3;1;31;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
03036002;BOURBON_SAPC;46.580000;3.049500;270;202408;8.1;1;31;;5.9;1;24;2;1;0;0;0;0;;;0;;;;28.1;1;31;;35.6;1;12;19.9;1;18;0;25;9;1;1;11;6;16.0;1;31;;8.6;1;22;20.8;1;12;0;0;2;11;27;4;0;0;12.2;1;19.6;1;24;31;22.0;1;31;21.8;1;31;7;16.5;1;26;28.2;1;12;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
03036002;BOURBON_SAPC;46.580000;3.049500;270;202409;114.5;1;30;;30.5;1;4;14;7;2;1;0;0;;;0;;;;19.9;1;30;;28.7;1;2;14.9;1;28;0;2;0;0;17;29;0;11.7;1;30;;3.8;1;29;17.7;1;3;0;0;8;24;30;0;0;0;8.1;1;14.3;1;19;30;15.8;1;30;15.4;1;30;0;9.4;1;29;23.1;1;2;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
03036002;BOURBON_SAPC;46.580000;3.049500;270;202410;134.9;1;31;;36.6;1;17;12;7;5;2;0;0;;;0;;;;18.8;1;31;;25.4;1;21;12.1;1;31;0;2;0;0;17;31;0;10.7;1;31;;3.1;1;5;18.0;1;16;0;0;14;30;31;0;0;0;8.1;1;15.5;1;21;31;14.7;1;31;14.2;1;31;0;9.2;1;5;21.7;1;16;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
